# Title: July 2021 - June 2022 Contiguous U.S. County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
MS-101,Newton County,Mississippi,57.6,1.4,71,56.2
MS-103,Noxubee County,Mississippi,58.4,6.45,94,51.95
MS-105,Oktibbeha County,Mississippi,59.9,7.28,100,52.62
MS-107,Panola County,Mississippi,55.9,2.28,79,53.62
MS-109,Pearl River County,Mississippi,67.41,5.7,91,61.71
MS-111,Perry County,Mississippi,69.76,8.98,102,60.78
MS-113,Pike County,Mississippi,58.84,-2.48,53,61.32
MS-115,Pontotoc County,Mississippi,55.87,2.25,76,53.62
MS-117,Prentiss County,Mississippi,53.12,-0.73,61,53.85
MS-119,Quitman County,Mississippi,52.8,0.12,68,52.68
MS-121,Rankin County,Mississippi,55.86,2.21,73,53.65
MS-123,Scott County,Mississippi,57.47,2.77,74,54.7
MS-125,Sharkey County,Mississippi,49.06,-3.76,46,52.82
MS-127,Simpson County,Mississippi,56.22,0.04,66,56.18
MS-129,Smith County,Mississippi,59.19,2.49,77,56.7
MS-131,Stone County,Mississippi,70.58,7.84,99,62.74
MS-133,Sunflower County,Mississippi,48.8,-4.01,43,52.81
MS-135,Tallahatchie County,Mississippi,52.59,-0.4,70,52.99
MS-137,Tate County,Mississippi,55.94,3.5,80,52.44
MS-139,Tippah County,Mississippi,57.28,3.15,80,54.14
MS-141,Tishomingo County,Mississippi,61.83,7.77,97,54.06
MS-143,Tunica County,Mississippi,53.64,1.82,82,51.82
MS-145,Union County,Mississippi,55.3,1.52,72,53.78
MS-147,Walthall County,Mississippi,64.46,3.29,85,61.17
MS-149,Warren County,Mississippi,48.58,-4.54,39,53.12
MS-151,Washington County,Mississippi,47.97,-5.18,39,53.15
MS-153,Wayne County,Mississippi,68.2,9.19,109,59.01
MS-155,Webster County,Mississippi,50.84,-2.36,46,53.2
MS-157,Wilkinson County,Mississippi,56.13,-3.07,43,59.2
MS-159,Winston County,Mississippi,56.5,2.85,81,53.65
MS-161,Yalobusha County,Mississippi,54.2,-0.15,67,54.35
MS-163,Yazoo County,Mississippi,53.45,1.03,73,52.42
MO-001,Adair County,Missouri,40.71,3.61,87,37.1
MO-003,Andrew County,Missouri,30.71,-4.93,32,35.64
MO-005,Atchison County,Missouri,30.5,-4.02,43,34.52
MO-007,Audrain County,Missouri,36.14,-1.95,47,38.09
MO-009,Barry County,Missouri,49.18,4.68,97,44.5
MO-011,Barton County,Missouri,40.78,-0.02,65,40.8
MO-013,Bates County,Missouri,43.09,2.81,79,40.28
MO-015,Benton County,Missouri,41.8,0.45,65,41.35
MO-017,Bollinger County,Missouri,53.4,8.26,106,45.14
MO-019,Boone County,Missouri,35.81,-2.63,46,38.44
MO-021,Buchanan County,Missouri,30.9,-5.01,35,35.91
MO-023,Butler County,Missouri,59.11,11.89,113,47.22
MO-025,Caldwell County,Missouri,31.16,-5.67,30,36.83
MO-027,Callaway County,Missouri,37.13,-1.13,58,38.26
MO-029,Camden County,Missouri,42.55,1.22,69,41.33
MO-031,Cape Girardeau County,Missouri,50.55,5.93,98,44.62
MO-033,Carroll County,Missouri,32.94,-5.19,34,38.13
MO-035,Carter County,Missouri,45.06,-0.07,61,45.13
MO-037,Cass County,Missouri,39.56,-0.11,63,39.67
MO-039,Cedar County,Missouri,41.71,0.68,62,41.03
MO-041,Chariton County,Missouri,32.8,-5.76,28,38.56
MO-043,Christian County,Missouri,47.73,4.52,93,43.21
MO-045,Clark County,Missouri,36.41,0.79,70,35.62
MO-047,Clay County,Missouri,32,-5.04,36,37.04
MO-049,Clinton County,Missouri,30.7,-6.05,31,36.75
MO-051,Cole County,Missouri,36.82,-2.04,50,38.86
MO-053,Cooper County,Missouri,36.25,-2.58,49,38.83
MO-055,Crawford County,Missouri,44.87,4.31,89,40.56
MO-057,Dade County,Missouri,45.74,4.36,91,41.38
MO-059,Dallas County,Missouri,50.02,8.25,106,41.77
MO-061,Daviess County,Missouri,33.48,-2.69,47,36.17
MO-063,DeKalb County,Missouri,31.58,-4.4,39,35.98
MO-065,Dent County,Missouri,45.34,3.05,83,42.29
MO-067,Douglas County,Missouri,49,5.55,92,43.46
MO-069,Dunklin County,Missouri,52.51,4.51,91,48
MO-071,Franklin County,Missouri,38.76,-0.59,57,39.35
MO-073,Gasconade County,Missouri,39.54,0.45,64,39.09
MO-075,Gentry County,Missouri,33.74,-1.79,53,35.53
MO-077,Greene County,Missouri,47.05,5.05,95,42
MO-079,Grundy County,Missouri,35.52,-0.73,60,36.25
MO-081,Harrison County,Missouri,35.82,0.33,66,35.49
MO-083,Henry County,Missouri,40.15,-0.51,59,40.66
MO-085,Hickory County,Missouri,46.67,5.36,90,41.31
MO-087,Holt County,Missouri,30.55,-4.61,37,35.16
MO-089,Howard County,Missouri,32.35,-6.16,32,38.51
MO-091,Howell County,Missouri,44.13,-0.75,60,44.88
MO-093,Iron County,Missouri,51.44,7.3,103,44.14
MO-095,Jackson County,Missouri,35.3,-3,47,38.3
MO-097,Jasper County,Missouri,41.8,-0.58,63,42.38
MO-099,Jefferson County,Missouri,43.26,3.53,83,39.73
MO-101,Johnson County,Missouri,37.36,-2.8,49,40.16
MO-103,Knox County,Missouri,40.78,3.65,87,37.13
MO-105,Laclede County,Missouri,50.22,8.08,105,42.14
MO-107,Lafayette County,Missouri,34.08,-4.83,42,38.91
MO-109,Lawrence County,Missouri,47.79,4.75,97,43.04
MO-111,Lewis County,Missouri,39.65,2.85,78,36.8
MO-113,Lincoln County,Missouri,40.27,1.97,70,38.3
MO-115,Linn County,Missouri,37.11,-0.41,59,37.52
MO-117,Livingston County,Missouri,35.18,-1.4,54,36.58
MO-119,McDonald County,Missouri,47.65,3.76,89,43.89
MO-121,Macon County,Missouri,39.15,1.16,65,37.99
MO-123,Madison County,Missouri,55.16,10.29,110,44.87
MO-125,Maries County,Missouri,41.21,1,68,40.21
MO-127,Marion County,Missouri,40,2.85,80,37.15
MO-129,Mercer County,Missouri,37.31,1.32,75,35.99
MO-131,Miller County,Missouri,38.68,-1.77,54,40.45
MO-133,Mississippi County,Missouri,54.37,7.8,101,46.57
MO-135,Moniteau County,Missouri,37.16,-2,53,39.16
MO-137,Monroe County,Missouri,35.87,-1.81,49,37.68
MO-139,Montgomery County,Missouri,37.93,-0.49,60,38.42
MO-141,Morgan County,Missouri,38.28,-2.37,52,40.65
MO-143,New Madrid County,Missouri,55.39,7.87,104,47.52
MO-145,Newton County,Missouri,42.24,-1.13,62,43.37
MO-147,Nodaway County,Missouri,31.33,-3.73,41,35.06
MO-149,Oregon County,Missouri,44.9,-0.8,59,45.7
MO-151,Osage County,Missouri,38.79,0.02,62,38.77
MO-153,Ozark County,Missouri,50.84,7.79,102,43.05
MO-155,Pemiscot County,Missouri,50.05,2.42,84,47.63
MO-157,Perry County,Missouri,49.92,6.81,106,43.11
MO-159,Pettis County,Missouri,37.81,-1.56,52,39.37
MO-161,Phelps County,Missouri,44.89,4.24,93,40.65
MO-163,Pike County,Missouri,40.79,2.63,85,38.16
MO-165,Platte County,Missouri,35.37,-0.45,60,35.82
MO-167,Polk County,Missouri,48.81,7.73,102,41.08
MO-169,Pulaski County,Missouri,45.01,3.6,86,41.41
MO-171,Putnam County,Missouri,39.96,3.68,92,36.28
MO-173,Ralls County,Missouri,37.84,0.41,58,37.43
MO-175,Randolph County,Missouri,33.32,-4.93,33,38.25
MO-177,Ray County,Missouri,30.97,-6.82,29,37.79
MO-179,Reynolds County,Missouri,44.74,0.14,60,44.6
MO-181,Ripley County,Missouri,53.16,6.26,100,46.9
MO-183,St. Charles County,Missouri,37.96,0.01,61,37.95
MO-185,St. Clair County,Missouri,42.68,1.7,71,40.98
MO-186,Ste. Genevieve County,Missouri,48.77,7.47,110,41.3
MO-187,St. Francois County,Missouri,51.88,9.39,110,42.5
MO-189,St. Louis County,Missouri,39.44,1.3,67,38.14
MO-195,Saline County,Missouri,31.55,-7.14,26,38.69
MO-197,Schuyler County,Missouri,39.72,3.26,83,36.46
MO-199,Scotland County,Missouri,38.82,2.52,82,36.3
MO-201,Scott County,Missouri,52.73,7.1,105,45.63
MO-203,Shannon County,Missouri,44.42,0.26,63,44.16
MO-205,Shelby County,Missouri,40.65,2.89,78,37.76
MO-207,Stoddard County,Missouri,56.71,10.1,110,46.61
MO-209,Stone County,Missouri,47.36,4.23,94,43.13
MO-211,Sullivan County,Missouri,38.33,1.26,74,37.07
MO-213,Taney County,Missouri,49.67,7.04,101,42.63
MO-215,Texas County,Missouri,45.7,2.51,77,43.19
MO-217,Vernon County,Missouri,40.52,0.11,63,40.41
MO-219,Warren County,Missouri,36.47,-3.03,46,39.5
MO-221,Washington County,Missouri,49.88,8.87,104,41.01
MO-223,Wayne County,Missouri,51.03,5.16,95,45.87
MO-225,Webster County,Missouri,48.6,5.58,98,43.02
MO-227,Worth County,Missouri,33.8,-1.57,51,35.37
MO-229,Wright County,Missouri,44.96,2.03,77,42.93
MO-510,St. Louis City,Missouri,38.83,0.89,67,37.94
MT-001,Beaverhead County,Montana,18.94,-2.37,40,21.31
MT-003,Big Horn County,Montana,14.87,-0.68,52,15.55
MT-005,Blaine County,Montana,10.89,-2.73,20,13.62
MT-007,Broadwater County,Montana,13.36,-2.71,26,16.07
MT-009,Carbon County,Montana,17.06,-0.5,55,17.56
MT-011,Carter County,Montana,16.47,2.15,94,14.32
MT-013,Cascade County,Montana,11.25,-5.97,3,17.22
MT-015,Chouteau County,Montana,9.65,-4.14,8,13.79
MT-017,Custer County,Montana,14.35,0.73,79,13.62
MT-019,Daniels County,Montana,10.13,-3.15,15,13.28
MT-021,Dawson County,Montana,13.02,-0.23,61,13.25
MT-023,Deer Lodge County,Montana,19.27,-3.5,30,22.77
MT-025,Fallon County,Montana,15.37,1.26,78,14.11
MT-027,Fergus County,Montana,12.96,-3.35,16,16.31
MT-029,Flathead County,Montana,40.67,3.46,97,37.21
MT-031,Gallatin County,Montana,24.15,-0.13,67,24.28
MT-033,Garfield County,Montana,9.54,-3.17,18,12.71
MT-035,Glacier County,Montana,24.98,-0.48,65,25.46
MT-037,Golden Valley County,Montana,12.6,-1.46,36,14.06
MT-039,Granite County,Montana,20.16,-4.36,21,24.52
MT-041,Hill County,Montana,9.21,-2.74,16,11.95
MT-043,Jefferson County,Montana,14.02,-4.45,14,18.47
MT-045,Judith Basin County,Montana,13.05,-6.72,4,19.77
MT-047,Lake County,Montana,26.03,1.04,83,24.99
MT-049,Lewis and Clark County,Montana,17.37,-5.58,12,22.95
MT-051,Liberty County,Montana,10.45,-1.24,38,11.69
MT-053,Lincoln County,Montana,38.96,5.5,103,33.46
MT-055,McCone County,Montana,9.12,-3.68,11,12.8
MT-057,Madison County,Montana,24.54,1.45,87,23.09
MT-059,Meagher County,Montana,16.64,-5.32,11,21.96
MT-061,Mineral County,Montana,42.05,3.74,98,38.32
MT-063,Missoula County,Montana,29.25,-0.58,67,29.83
MT-065,Musselshell County,Montana,13.3,-0.27,54,13.57
MT-067,Park County,Montana,27.73,1.53,87,26.2
MT-069,Petroleum County,Montana,11.35,-1.68,30,13.03
MT-071,Phillips County,Montana,9.82,-2.8,20,12.62
MT-073,Pondera County,Montana,11.92,-4.73,12,16.65
MT-075,Powder River County,Montana,14.96,0.34,68,14.62
MT-077,Powell County,Montana,23.24,-3.47,33,26.71
MT-079,Prairie County,Montana,12.3,-0.48,53,12.78
MT-081,Ravalli County,Montana,27.44,-2.09,49,29.53
MT-083,Richland County,Montana,12.11,-1.56,39,13.67
MT-085,Roosevelt County,Montana,10.03,-2.96,17,12.99
MT-087,Rosebud County,Montana,13.38,-0.27,58,13.65
MT-089,Sanders County,Montana,36.19,4.28,101,31.91
MT-091,Sheridan County,Montana,11.33,-2.51,26,13.84
MT-093,Silver Bow County,Montana,14.64,-4.03,18,18.67
MT-095,Stillwater County,Montana,18.19,0.31,74,17.88
MT-097,Sweet Grass County,Montana,16.85,-1.87,34,18.72
MT-099,Teton County,Montana,11.9,-5.98,3,17.88
MT-101,Toole County,Montana,10.17,-2.28,30,12.45
MT-103,Treasure County,Montana,14.56,1.03,78,13.53
MT-105,Valley County,Montana,9.42,-3.12,15,12.54
MT-107,Wheatland County,Montana,11.18,-4.77,5,15.95
MT-109,Wibaux County,Montana,15.26,0.94,77,14.32
MT-111,Yellowstone County,Montana,14.68,1.16,82,13.52
NE-001,Adams County,Nebraska,20.82,-4.31,28,25.13
NE-003,Antelope County,Nebraska,20.76,-3.99,28,24.75
NE-005,Arthur County,Nebraska,15.9,-2.7,31,18.6
NE-007,Banner County,Nebraska,10.57,-6.6,2,17.17
NE-009,Blaine County,Nebraska,18.41,-4.04,27,22.45
NE-011,Boone County,Nebraska,18.01,-7.46,6,25.47
NE-013,Box Butte County,Nebraska,13.31,-3.55,18,16.86
NE-015,Boyd County,Nebraska,20.73,-2.1,44,22.83
NE-017,Brown County,Nebraska,18.57,-4.12,26,22.69
NE-019,Buffalo County,Nebraska,19.45,-4.75,17,24.2
NE-021,Burt County,Nebraska,25,-3.67,32,28.67
NE-023,Butler County,Nebraska,26.17,-1.96,47,28.13
NE-025,Cass County,Nebraska,31.24,0.9,76,30.34
NE-027,Cedar County,Nebraska,19.99,-6.14,10,26.13
NE-029,Chase County,Nebraska,11.34,-7.53,1,18.87
NE-031,Cherry County,Nebraska,17.64,-2.47,33,20.11
NE-033,Cheyenne County,Nebraska,11.23,-6.43,5,17.66
NE-035,Clay County,Nebraska,20.9,-5.43,20,26.33
NE-037,Colfax County,Nebraska,21.2,-6.49,19,27.69
NE-039,Cuming County,Nebraska,21.41,-6.48,18,27.89
NE-041,Custer County,Nebraska,18,-4.85,15,22.85
NE-043,Dakota County,Nebraska,18.91,-7.61,8,26.52
NE-045,Dawes County,Nebraska,13.94,-4.07,17,18.01
NE-047,Dawson County,Nebraska,17.52,-4.84,15,22.36
NE-049,Deuel County,Nebraska,11.39,-6.86,4,18.25
NE-051,Dixon County,Nebraska,18.1,-8.42,5,26.52
NE-053,Dodge County,Nebraska,23.57,-5.3,27,28.87
NE-055,Douglas County,Nebraska,30.06,0.42,69,29.64
NE-057,Dundy County,Nebraska,9.63,-9.02,1,18.65
NE-059,Fillmore County,Nebraska,21.74,-6.01,18,27.75
NE-061,Franklin County,Nebraska,20.7,-3.34,31,24.04
NE-063,Frontier County,Nebraska,15.73,-5.47,7,21.2
NE-065,Furnas County,Nebraska,17.52,-4.3,19,21.82
NE-067,Gage County,Nebraska,26.9,-3.15,42,30.05
NE-069,Garden County,Nebraska,13.14,-4.51,9,17.65
NE-071,Garfield County,Nebraska,18.63,-3.94,25,22.57
NE-073,Gosper County,Nebraska,17.71,-4.4,20,22.11
NE-075,Grant County,Nebraska,16.82,-2.34,32,19.16
NE-077,Greeley County,Nebraska,18.28,-5.87,15,24.15
NE-079,Hall County,Nebraska,20.18,-4.64,21,24.82
NE-081,Hamilton County,Nebraska,22.46,-3.54,33,26
NE-083,Harlan County,Nebraska,21.28,-1.57,46,22.85
NE-085,Hayes County,Nebraska,10.62,-9.83,1,20.45
NE-087,Hitchcock County,Nebraska,8.98,-11.15,1,20.13
NE-089,Holt County,Nebraska,19.6,-3.4,33,23
NE-091,Hooker County,Nebraska,16.16,-4.16,25,20.32
NE-093,Howard County,Nebraska,20.06,-4.47,26,24.53
NE-095,Jefferson County,Nebraska,25.83,-2.92,42,28.75
NE-097,Johnson County,Nebraska,27.21,-4.4,33,31.61
NE-099,Kearney County,Nebraska,19.43,-4.93,20,24.36
NE-101,Keith County,Nebraska,13.05,-5.39,6,18.44
NE-103,Keya Paha County,Nebraska,20.15,-1.58,49,21.73
NE-105,Kimball County,Nebraska,9.51,-7.09,2,16.6
NE-107,Knox County,Nebraska,21.52,-3.15,34,24.67
NE-109,Lancaster County,Nebraska,26.94,-2.21,50,29.15
NE-111,Lincoln County,Nebraska,15.43,-5.16,12,20.59
NE-113,Logan County,Nebraska,17.6,-3.7,27,21.3
NE-115,Loup County,Nebraska,17.17,-5.38,14,22.55
NE-117,McPherson County,Nebraska,16.16,-3.73,22,19.89
NE-119,Madison County,Nebraska,20.09,-6.27,12,26.36
NE-121,Merrick County,Nebraska,22.6,-3.19,36,25.79
NE-123,Morrill County,Nebraska,11.84,-4.45,11,16.29
NE-125,Nance County,Nebraska,21.65,-4.16,31,25.81
NE-127,Nemaha County,Nebraska,28.45,-4.79,34,33.24
NE-129,Nuckolls County,Nebraska,22.87,-3.67,37,26.54
NE-131,Otoe County,Nebraska,30.99,-0.18,68,31.17
NE-133,Pawnee County,Nebraska,25.58,-6.6,24,32.18
NE-135,Perkins County,Nebraska,11.23,-7.55,2,18.78
NE-137,Phelps County,Nebraska,19.34,-3.75,27,23.09
NE-139,Pierce County,Nebraska,22.83,-3.25,31,26.08
NE-141,Platte County,Nebraska,21.74,-4.82,22,26.56
NE-143,Polk County,Nebraska,26.32,-0.68,59,27
NE-145,Red Willow County,Nebraska,12,-8.51,3,20.51
NE-147,Richardson County,Nebraska,28.35,-5.43,31,33.78
NE-149,Rock County,Nebraska,18.51,-4.25,27,22.76
NE-151,Saline County,Nebraska,24.92,-3.66,34,28.58
NE-153,Sarpy County,Nebraska,30.57,0.74,70,29.83
NE-155,Saunders County,Nebraska,27.22,-2.03,50,29.25
NE-157,Scotts Bluff County,Nebraska,9.97,-5.44,8,15.41
NE-159,Seward County,Nebraska,25.21,-3.32,38,28.53
NE-161,Sheridan County,Nebraska,15.51,-2.57,33,18.08
NE-163,Sherman County,Nebraska,19.12,-4.62,22,23.74
NE-165,Sioux County,Nebraska,13.06,-3.36,17,16.42
NE-167,Stanton County,Nebraska,20.27,-6.75,15,27.02
NE-169,Thayer County,Nebraska,23.72,-3.79,38,27.51
NE-171,Thomas County,Nebraska,19.38,-1.82,49,21.2
NE-173,Thurston County,Nebraska,20.8,-6.68,13,27.48
NE-175,Valley County,Nebraska,18.45,-5,21,23.45
NE-177,Washington County,Nebraska,28.08,-1.17,55,29.25
NE-179,Wayne County,Nebraska,20.41,-6.2,15,26.61
NE-181,Webster County,Nebraska,22.09,-3.37,36,25.46
NE-183,Wheeler County,Nebraska,17.83,-5.83,13,23.66
NE-185,York County,Nebraska,24.24,-3.33,38,27.57
NV-001,Churchill County,Nevada,4.98,-1.68,24,6.66
NV-003,Clark County,Nevada,3.32,-4.19,9,7.51
NV-005,Douglas County,Nevada,14.74,-1.28,63,16.02
NV-007,Elko County,Nevada,11.97,-2.08,32,14.05
NV-009,Esmeralda County,Nevada,3.65,-1.71,21,5.36
NV-011,Eureka County,Nevada,8.67,-2.66,21,11.33
NV-013,Humboldt County,Nevada,10.12,-1.33,45,11.45
NV-015,Lander County,Nevada,7.97,-2.36,24,10.33
NV-017,Lincoln County,Nevada,6.45,-4.02,11,10.47
NV-019,Lyon County,Nevada,7.36,-0.89,55,8.25
NV-021,Mineral County,Nevada,5.94,-0.63,51,6.57
NV-023,Nye County,Nevada,4.77,-3.49,7,8.26
NV-027,Pershing County,Nevada,7.17,-1.45,37,8.62
NV-029,Storey County,Nevada,10.81,-1.66,53,12.47
NV-031,Washoe County,Nevada,11.25,-1.22,59,12.47
NV-033,White Pine County,Nevada,10.3,-2.5,23,12.8
NV-510,Carson City,Nevada,13.13,-2.03,56,15.16
NH-001,Belknap County,New Hampshire,51.44,9.2,111,42.24
NH-003,Carroll County,New Hampshire,49.53,2.79,79,46.74
NH-005,Cheshire County,New Hampshire,56.64,14.22,127,42.42
NH-007,Coos County,New Hampshire,44.73,0.86,63,43.87
NH-009,Grafton County,New Hampshire,45.69,1.98,77,43.71
NH-011,Hillsborough County,New Hampshire,55.81,12.47,124,43.34
NH-013,Merrimack County,New Hampshire,52.58,10.49,120,42.09
NH-015,Rockingham County,New Hampshire,53.96,11.71,121,42.25
NH-017,Strafford County,New Hampshire,55.23,11.23,118,44
NH-019,Sullivan County,New Hampshire,50.07,8.76,112,41.31
NJ-001,Atlantic County,New Jersey,42.85,-0.91,60,43.76
NJ-003,Bergen County,New Jersey,57.61,11.11,119,46.5
NJ-005,Burlington County,New Jersey,48.17,4.06,88,44.11
NJ-007,Camden County,New Jersey,47.04,3.29,82,43.75
NJ-009,Cape May County,New Jersey,39.01,-3.81,38,42.82
NJ-011,Cumberland County,New Jersey,37.73,-5.13,29,42.86
NJ-013,Essex County,New Jersey,57.57,10.16,116,47.41
NJ-015,Gloucester County,New Jersey,44.52,0.98,69,43.54
NJ-017,Hudson County,New Jersey,56.96,11.69,120,45.27
NJ-019,Hunterdon County,New Jersey,56.03,10.05,119,45.98
NJ-021,Mercer County,New Jersey,54.04,9.41,113,44.63
NJ-023,Middlesex County,New Jersey,54.03,8.74,110,45.29
NJ-025,Monmouth County,New Jersey,53.13,8.19,110,44.94
NJ-027,Morris County,New Jersey,57.51,8.96,114,48.55
NJ-029,Ocean County,New Jersey,50.13,5.73,95,44.4
NJ-031,Passaic County,New Jersey,56.01,8.47,112,47.54
NJ-033,Salem County,New Jersey,39.96,-2.69,46,42.65
NJ-035,Somerset County,New Jersey,54.25,7.77,106,46.48
NJ-037,Sussex County,New Jersey,54.91,9.74,114,45.17
NJ-039,Union County,New Jersey,54.57,8.05,110,46.52
NJ-041,Warren County,New Jersey,60.09,13.98,124,46.11
NM-001,Bernalillo County,New Mexico,9.54,-2.43,30,11.97
NM-003,Catron County,New Mexico,14.56,-1.27,50,15.83
NM-005,Chaves County,New Mexico,10.26,-3.68,25,13.94
NM-006,Cibola County,New Mexico,13.14,0.08,71,13.06
NM-007,Colfax County,New Mexico,13.43,-3.51,20,16.94
NM-009,Curry County,New Mexico,11.5,-5.45,10,16.95
NM-011,De Baca County,New Mexico,10.96,-3.21,32,14.17
NM-013,Dona Ana County,New Mexico,8.14,-1.52,43,9.66
NM-015,Eddy County,New Mexico,9.09,-4.17,22,13.26
NM-017,Grant County,New Mexico,16.99,1.53,87,15.46
NM-019,Guadalupe County,New Mexico,10.65,-3.63,26,14.28
NM-021,Harding County,New Mexico,10.32,-5.48,6,15.8
NM-023,Hidalgo County,New Mexico,13.51,0.96,83,12.55
NM-025,Lea County,New Mexico,10.26,-4.81,20,15.07
NM-027,Lincoln County,New Mexico,9.8,-4.83,13,14.63
NM-028,Los Alamos County,New Mexico,14.7,-3.86,26,18.56
NM-029,Luna County,New Mexico,10.2,-0.18,63,10.38
NM-031,McKinley County,New Mexico,10.99,-1,52,11.99
NM-033,Mora County,New Mexico,14.52,-3.76,20,18.28
NM-035,Otero County,New Mexico,12.95,-0.12,68,13.07
NM-037,Quay County,New Mexico,10.43,-5.92,9,16.35
NM-039,Rio Arriba County,New Mexico,13.97,-2.63,36,16.6
NM-041,Roosevelt County,New Mexico,11.42,-4.88,16,16.3
NM-043,Sandoval County,New Mexico,10.71,-2.67,30,13.38
NM-045,San Juan County,New Mexico,7.57,-1.91,35,9.48
NM-047,San Miguel County,New Mexico,12.33,-4.13,20,16.46
NM-049,Santa Fe County,New Mexico,13.4,-1.3,54,14.7
NM-051,Sierra County,New Mexico,10.02,-1.72,42,11.74
NM-053,Socorro County,New Mexico,10.74,-0.86,55,11.6
NM-055,Taos County,New Mexico,16.08,-1.71,44,17.79
NM-057,Torrance County,New Mexico,11.69,-2.74,32,14.43
NM-059,Union County,New Mexico,10.62,-5.71,10,16.33
NM-061,Valencia County,New Mexico,9,-1.29,43,10.29
NY-001,Albany County,New York,47.78,10.53,120,37.25
NY-003,Allegany County,New York,46.02,9.01,123,37.01
NY-005,Bronx County,New York,54.05,9.01,113,45.04
NY-007,Broome County,New York,53.31,14.42,126,38.89
NY-009,Cattaraugus County,New York,50.73,8.12,122,42.61
NY-011,Cayuga County,New York,50.76,13.77,128,36.99
NY-013,Chautauqua County,New York,51.19,8.59,119,42.6
NY-015,Chemung County,New York,44.35,9.66,122,34.69
NY-017,Chenango County,New York,53.62,12.6,124,41.02
NY-019,Clinton County,New York,43.32,8.82,118,34.5
NY-021,Columbia County,New York,51.6,11.18,122,40.42
NY-023,Cortland County,New York,52.87,11.78,127,41.09
NY-025,Delaware County,New York,55.65,13.06,127,42.59
NY-027,Dutchess County,New York,51.02,7.49,108,43.53
NY-029,Erie County,New York,47.11,8.86,126,38.25
NY-031,Essex County,New York,50.98,10.02,122,40.96
NY-033,Franklin County,New York,48.83,9.79,123,39.04
NY-035,Fulton County,New York,59.21,13.69,127,45.52
NY-037,Genesee County,New York,42.14,8.15,126,33.99
NY-039,Greene County,New York,53.53,10.76,117,42.77
NY-041,Hamilton County,New York,58.82,12,124,46.82
NY-043,Herkimer County,New York,61.5,14.62,128,46.88
NY-045,Jefferson County,New York,52.01,13.26,126,38.75
NY-047,Kings County,New York,54.55,10.11,116,44.44
NY-049,Lewis County,New York,59.62,14.31,127,45.32
NY-051,Livingston County,New York,42.46,10.07,127,32.39
NY-053,Madison County,New York,52.9,12.49,126,40.41
NY-055,Monroe County,New York,39.89,7.98,126,31.91
NY-057,Montgomery County,New York,52.71,14.23,128,38.48
NY-059,Nassau County,New York,47.18,2.64,82,44.54
NY-061,New York County,New York,56.04,11.19,121,44.85
NY-063,Niagara County,New York,39.1,6.83,120,32.27
NY-065,Oneida County,New York,58.06,12.95,127,45.11
NY-067,Onondaga County,New York,50.8,12.29,126,38.51
NY-069,Ontario County,New York,43.41,11.05,127,32.36
NY-071,Orange County,New York,53.74,10.14,114,43.6
NY-073,Orleans County,New York,41.22,8.75,126,32.47
NY-075,Oswego County,New York,54.19,12.12,126,42.07
NY-077,Otsego County,New York,57.89,16.5,128,41.39
NY-079,Putnam County,New York,51.96,5.25,101,46.71
NY-081,Queens County,New York,52.15,7.91,108,44.24
NY-083,Rensselaer County,New York,50.71,11.51,124,39.2
NY-085,Richmond County,New York,55.96,10.39,117,45.57
NY-087,Rockland County,New York,53.04,6.35,102,46.69
NY-089,St. Lawrence County,New York,45.63,7.19,118,38.44
NY-091,Saratoga County,New York,51.14,10.16,122,40.98
NY-093,Schenectady County,New York,47.29,10.22,121,37.07
NY-095,Schoharie County,New York,52.16,13.56,127,38.6
NY-097,Schuyler County,New York,44.54,10.81,125,33.73
NY-099,Seneca County,New York,46,12.59,129,33.41
NY-101,Steuben County,New York,44.67,10.34,126,34.33
NY-103,Suffolk County,New York,44.28,-0.23,67,44.51
NY-105,Sullivan County,New York,61.83,16.25,127,45.58
NY-107,Tioga County,New York,48.77,11.83,125,36.94
NY-109,Tompkins County,New York,47.5,10.88,126,36.62
NY-111,Ulster County,New York,60.56,13.36,123,47.2
NY-113,Warren County,New York,51.18,9.24,123,41.94
NY-115,Washington County,New York,45.12,7.28,113,37.84
NY-117,Wayne County,New York,38.21,4.07,99,34.14
NY-119,Westchester County,New York,52.36,5.35,96,47.01
NY-121,Wyoming County,New York,44.59,7.52,117,37.07
NY-123,Yates County,New York,44.36,12.28,129,32.08
NC-001,Alamance County,North Carolina,40.75,-4.35,34,45.1
NC-003,Alexander County,North Carolina,36.63,-10.65,12,47.28
NC-005,Alleghany County,North Carolina,50.15,-0.78,55,50.93
NC-007,Anson County,North Carolina,40.88,-4.85,33,45.73
NC-009,Ashe County,North Carolina,49.64,-1.23,50,50.87
NC-011,Avery County,North Carolina,53.31,-1.53,51,54.84
NC-013,Beaufort County,North Carolina,41.87,-9.72,9,51.59
NC-015,Bertie County,North Carolina,38.11,-10.7,6,48.81
NC-017,Bladen County,North Carolina,35.88,-12.13,4,48.01
NC-019,Brunswick County,North Carolina,45.79,-6.02,32,51.81
NC-021,Buncombe County,North Carolina,48.38,0.34,64,48.04
NC-023,Burke County,North Carolina,44.57,-5.95,26,50.52
NC-025,Cabarrus County,North Carolina,37.39,-8.73,15,46.12
NC-027,Caldwell County,North Carolina,46.53,-4.99,34,51.52
