# Title: July 2021 - June 2022 Contiguous U.S. County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
SC-057,Lancaster County,South Carolina,36.69,-8.81,17,45.5
SC-059,Laurens County,South Carolina,43.28,-4.6,46,47.88
SC-061,Lee County,South Carolina,40.07,-6.21,32,46.28
SC-063,Lexington County,South Carolina,45.65,-0.04,68,45.69
SC-065,McCormick County,South Carolina,44.03,-2.58,51,46.61
SC-067,Marion County,South Carolina,43.17,-4.1,41,47.27
SC-069,Marlboro County,South Carolina,38.34,-7.51,17,45.85
SC-071,Newberry County,South Carolina,41.29,-4.68,42,45.97
SC-073,Oconee County,South Carolina,57.03,-3.86,46,60.89
SC-075,Orangeburg County,South Carolina,49.5,2.82,86,46.68
SC-077,Pickens County,South Carolina,55.07,-3.77,46,58.84
SC-079,Richland County,South Carolina,43.96,-1.36,56,45.32
SC-081,Saluda County,South Carolina,42.72,-3.29,46,46.01
SC-083,Spartanburg County,South Carolina,42.57,-8.69,27,51.26
SC-085,Sumter County,South Carolina,40.37,-6.05,35,46.42
SC-087,Union County,South Carolina,39.18,-8.81,26,47.99
SC-089,Williamsburg County,South Carolina,41.78,-6.81,26,48.59
SC-091,York County,South Carolina,37.07,-9.77,15,46.84
SD-003,Aurora County,South Dakota,20.47,-1,57,21.47
SD-005,Beadle County,South Dakota,23.77,3.45,93,20.32
SD-007,Bennett County,South Dakota,18.35,0.02,70,18.33
SD-009,Bon Homme County,South Dakota,19.46,-4.66,19,24.12
SD-011,Brookings County,South Dakota,26.98,3.82,96,23.16
SD-013,Brown County,South Dakota,27.98,7.83,124,20.15
SD-015,Brule County,South Dakota,20.8,0.62,72,20.18
SD-017,Buffalo County,South Dakota,23.54,4.62,104,18.92
SD-019,Butte County,South Dakota,15.23,-0.28,64,15.51
SD-021,Campbell County,South Dakota,20.99,3.79,102,17.2
SD-023,Charles Mix County,South Dakota,20.28,-2.2,44,22.48
SD-025,Clark County,South Dakota,28.41,6.47,114,21.94
SD-027,Clay County,South Dakota,19.9,-5.6,15,25.5
SD-029,Codington County,South Dakota,31.91,8.93,126,22.98
SD-031,Corson County,South Dakota,19.06,2.14,83,16.92
SD-033,Custer County,South Dakota,15.54,-2.3,40,17.84
SD-035,Davison County,South Dakota,19.68,-2.09,36,21.77
SD-037,Day County,South Dakota,29.87,8.12,125,21.75
SD-039,Deuel County,South Dakota,31.92,7.99,123,23.93
SD-041,Dewey County,South Dakota,18.86,1.89,88,16.97
SD-043,Douglas County,South Dakota,20.42,-2,41,22.42
SD-045,Edmunds County,South Dakota,24.95,6.01,117,18.94
SD-047,Fall River County,South Dakota,14.33,-2.33,34,16.66
SD-049,Faulk County,South Dakota,25.53,6.63,118,18.9
SD-051,Grant County,South Dakota,32.39,9.08,128,23.31
SD-053,Gregory County,South Dakota,21.06,-0.74,59,21.8
SD-055,Haakon County,South Dakota,14.3,-2.77,34,17.07
SD-057,Hamlin County,South Dakota,30.36,7.61,122,22.75
SD-059,Hand County,South Dakota,25.66,6.28,117,19.38
SD-061,Hanson County,South Dakota,20.06,-2.19,39,22.25
SD-063,Harding County,South Dakota,15.55,0.97,83,14.58
SD-065,Hughes County,South Dakota,20.65,3.42,104,17.23
SD-067,Hutchinson County,South Dakota,20.42,-3.24,30,23.66
SD-069,Hyde County,South Dakota,23.87,5.71,116,18.16
SD-071,Jackson County,South Dakota,16.5,-0.89,54,17.39
SD-073,Jerauld County,South Dakota,23,2.18,84,20.82
SD-075,Jones County,South Dakota,19.59,2.17,93,17.42
SD-077,Kingsbury County,South Dakota,25.82,3.47,94,22.35
SD-079,Lake County,South Dakota,23.12,-0.59,59,23.71
SD-081,Lawrence County,South Dakota,22.97,-0.96,55,23.93
SD-083,Lincoln County,South Dakota,27.1,1.36,81,25.74
SD-085,Lyman County,South Dakota,22.95,4.59,107,18.36
SD-087,McCook County,South Dakota,21.38,-2.55,38,23.93
SD-089,McPherson County,South Dakota,24.41,5.65,118,18.76
SD-091,Marshall County,South Dakota,29.61,8.47,126,21.14
SD-093,Meade County,South Dakota,16.06,-0.86,57,16.92
SD-095,Mellette County,South Dakota,19.95,1.65,86,18.3
SD-097,Miner County,South Dakota,20.98,-1.13,47,22.11
SD-099,Minnehaha County,South Dakota,25.49,0.36,68,25.13
SD-101,Moody County,South Dakota,26.71,2.72,84,23.99
SD-102,Oglala Lakota County,South Dakota,15.28,-1.98,40,17.26
SD-103,Pennington County,South Dakota,16.97,-0.97,59,17.94
SD-105,Perkins County,South Dakota,16.34,0.5,69,15.84
SD-107,Potter County,South Dakota,22.03,4.32,113,17.71
SD-109,Roberts County,South Dakota,32.94,10.9,129,22.04
SD-111,Sanborn County,South Dakota,19.89,-1.23,54,21.12
SD-115,Spink County,South Dakota,25.93,5.85,115,20.08
SD-117,Stanley County,South Dakota,16.82,0.17,71,16.65
SD-119,Sully County,South Dakota,19.73,2.98,100,16.75
SD-121,Todd County,South Dakota,19.33,-0.15,60,19.48
SD-123,Tripp County,South Dakota,20.57,0.46,71,20.11
SD-125,Turner County,South Dakota,22.99,-2.21,40,25.2
SD-127,Union County,South Dakota,19.98,-6.09,11,26.07
SD-129,Walworth County,South Dakota,22.9,4.91,115,17.99
SD-135,Yankton County,South Dakota,18.98,-5.82,17,24.8
SD-137,Ziebach County,South Dakota,14.9,-1.42,46,16.32
TN-001,Anderson County,Tennessee,59.31,7.15,102,52.16
TN-003,Bedford County,Tennessee,75.48,22.35,128,53.13
TN-005,Benton County,Tennessee,58.97,7.99,106,50.98
TN-007,Bledsoe County,Tennessee,66.1,10.08,112,56.02
TN-009,Blount County,Tennessee,58.71,4.88,98,53.83
TN-011,Bradley County,Tennessee,61.64,9.23,112,52.41
TN-013,Campbell County,Tennessee,60.61,8.91,111,51.7
TN-015,Cannon County,Tennessee,69.39,15.27,124,54.12
TN-017,Carroll County,Tennessee,56.35,5.32,90,51.03
TN-019,Carter County,Tennessee,46.79,-0.82,49,47.61
TN-021,Cheatham County,Tennessee,52.88,3.84,88,49.04
TN-023,Chester County,Tennessee,58.74,7.02,94,51.72
TN-025,Claiborne County,Tennessee,51.77,1.41,75,50.36
TN-027,Clay County,Tennessee,58.04,5.45,95,52.59
TN-029,Cocke County,Tennessee,51.84,3.96,93,47.88
TN-031,Coffee County,Tennessee,70.77,16.42,124,54.35
TN-033,Crockett County,Tennessee,52.75,2.54,79,50.22
TN-035,Cumberland County,Tennessee,62.59,7.52,107,55.07
TN-037,Davidson County,Tennessee,54.83,6.37,99,48.46
TN-039,Decatur County,Tennessee,63.83,11.47,109,52.37
TN-041,DeKalb County,Tennessee,62.32,9.04,106,53.28
TN-043,Dickson County,Tennessee,59.1,8.85,108,50.25
TN-045,Dyer County,Tennessee,50.33,1.76,73,48.57
TN-047,Fayette County,Tennessee,57.83,5.67,90,52.16
TN-049,Fentress County,Tennessee,63.25,10.12,116,53.13
TN-051,Franklin County,Tennessee,75.74,21.25,125,54.49
TN-053,Gibson County,Tennessee,53.74,3.33,81,50.41
TN-055,Giles County,Tennessee,70.42,16.37,124,54.05
TN-057,Grainger County,Tennessee,50.88,3.19,84,47.69
TN-059,Greene County,Tennessee,46.53,2.36,88,44.17
TN-061,Grundy County,Tennessee,68.8,11.97,118,56.83
TN-063,Hamblen County,Tennessee,48.78,3.42,91,45.36
TN-065,Hamilton County,Tennessee,60.07,5.49,92,54.58
TN-067,Hancock County,Tennessee,49.22,0.72,68,48.5
TN-069,Hardeman County,Tennessee,59.53,6.94,96,52.59
TN-071,Hardin County,Tennessee,62,9.69,104,52.31
TN-073,Hawkins County,Tennessee,46.67,0.73,70,45.94
TN-075,Haywood County,Tennessee,53.38,2.62,80,50.76
TN-077,Henderson County,Tennessee,59.99,8.33,98,51.66
TN-079,Henry County,Tennessee,55.35,5.07,94,50.28
TN-081,Hickman County,Tennessee,67.03,15.05,121,51.98
TN-083,Houston County,Tennessee,58.13,7.73,102,50.4
TN-085,Humphreys County,Tennessee,61.72,10.23,110,51.49
TN-087,Jackson County,Tennessee,59.74,6.35,99,53.39
TN-089,Jefferson County,Tennessee,51.25,5.39,101,45.86
TN-091,Johnson County,Tennessee,47.44,-1.56,49,49
TN-093,Knox County,Tennessee,55.4,6.09,105,49.31
TN-095,Lake County,Tennessee,52.86,4.51,88,48.35
TN-097,Lauderdale County,Tennessee,49.45,0.05,67,49.4
TN-099,Lawrence County,Tennessee,69.16,14.73,118,54.43
TN-101,Lewis County,Tennessee,71.01,17.74,124,53.27
TN-103,Lincoln County,Tennessee,74.44,20.06,128,54.38
TN-105,Loudon County,Tennessee,55.73,4.03,80,51.7
TN-107,McMinn County,Tennessee,60.53,7.82,112,52.71
TN-109,McNairy County,Tennessee,60.38,8.15,101,52.23
TN-111,Macon County,Tennessee,57.29,4.49,86,52.8
TN-113,Madison County,Tennessee,55.66,4.34,86,51.32
TN-115,Marion County,Tennessee,69.01,12.31,116,56.7
TN-117,Marshall County,Tennessee,73.71,20.91,128,52.8
TN-119,Maury County,Tennessee,66.46,14.89,123,51.57
TN-121,Meigs County,Tennessee,58.9,5.24,95,53.66
TN-123,Monroe County,Tennessee,63.35,7.66,107,55.69
TN-125,Montgomery County,Tennessee,53.02,4.08,90,48.94
TN-127,Moore County,Tennessee,75.18,20.69,126,54.49
TN-129,Morgan County,Tennessee,60.17,7.07,99,53.1
TN-131,Obion County,Tennessee,54.76,5.1,89,49.66
TN-133,Overton County,Tennessee,60.76,7.09,102,53.67
TN-135,Perry County,Tennessee,67.42,14.47,119,52.95
TN-137,Pickett County,Tennessee,61.77,9.29,110,52.48
TN-139,Polk County,Tennessee,64.94,10.33,117,54.61
TN-141,Putnam County,Tennessee,61.16,6.55,97,54.61
TN-143,Rhea County,Tennessee,60.51,5.16,90,55.35
TN-145,Roane County,Tennessee,56.26,3.86,82,52.4
TN-147,Robertson County,Tennessee,52.48,3.46,82,49.02
TN-149,Rutherford County,Tennessee,67.89,16.81,125,51.08
TN-151,Scott County,Tennessee,61.64,8.95,109,52.69
TN-153,Sequatchie County,Tennessee,65.45,8.22,107,57.23
TN-155,Sevier County,Tennessee,59.65,5.14,98,54.51
TN-157,Shelby County,Tennessee,55.23,4.47,91,50.76
TN-159,Smith County,Tennessee,60.12,7.22,99,52.9
TN-161,Stewart County,Tennessee,54.9,5.03,93,49.87
TN-163,Sullivan County,Tennessee,43.04,-0.9,54,43.94
TN-165,Sumner County,Tennessee,53.49,3.3,80,50.19
TN-167,Tipton County,Tennessee,53.23,3.02,81,50.21
TN-169,Trousdale County,Tennessee,56.37,4.47,85,51.9
TN-171,Unicoi County,Tennessee,49.46,0.68,62,48.78
TN-173,Union County,Tennessee,53.64,4.16,90,49.48
TN-175,Van Buren County,Tennessee,68.52,13.91,121,54.61
TN-177,Warren County,Tennessee,68.06,14.3,123,53.76
TN-179,Washington County,Tennessee,44.42,0.25,63,44.17
TN-181,Wayne County,Tennessee,66.41,12.31,114,54.1
TN-183,Weakley County,Tennessee,52.81,2.25,80,50.56
TN-185,White County,Tennessee,62.54,8.23,105,54.31
TN-187,Williamson County,Tennessee,58.64,8.57,109,50.07
TN-189,Wilson County,Tennessee,60.24,8.66,105,51.58
TX-001,Anderson County,Texas,34.78,-6.72,28,41.5
TX-003,Andrews County,Texas,6.57,-8.15,1,14.72
TX-005,Angelina County,Texas,36.58,-12,12,48.58
TX-007,Aransas County,Texas,36.24,2.42,82,33.82
TX-009,Archer County,Texas,19.68,-8.06,14,27.74
TX-011,Armstrong County,Texas,12.97,-8.01,5,20.98
TX-013,Atascosa County,Texas,16.44,-10.23,13,26.67
TX-015,Austin County,Texas,33.11,-7.96,31,41.07
TX-017,Bailey County,Texas,12.05,-5.46,17,17.51
TX-019,Bandera County,Texas,17.24,-12.57,7,29.81
TX-021,Bastrop County,Texas,30.42,-4.61,45,35.03
TX-023,Baylor County,Texas,15.53,-10.09,5,25.62
TX-025,Bee County,Texas,27.25,-2.98,53,30.23
TX-027,Bell County,Texas,21.87,-11.09,13,32.96
TX-029,Bexar County,Texas,23.39,-6.28,37,29.67
TX-031,Blanco County,Texas,19.09,-11.95,7,31.04
TX-033,Borden County,Texas,7.96,-10.95,1,18.91
TX-035,Bosque County,Texas,21.5,-10.74,8,32.24
TX-037,Bowie County,Texas,38.99,-8.67,26,47.66
TX-039,Brazoria County,Texas,39.29,-6.24,38,45.53
TX-041,Brazos County,Texas,33.86,-5.65,41,39.51
TX-043,Brewster County,Texas,8.08,-5.07,10,13.15
TX-045,Briscoe County,Texas,13.55,-7.46,7,21.01
TX-047,Brooks County,Texas,23.05,-0.7,65,23.75
TX-049,Brown County,Texas,17.56,-9.26,9,26.82
TX-051,Burleson County,Texas,32.87,-4.69,44,37.56
TX-053,Burnet County,Texas,21.48,-8.75,16,30.23
TX-055,Caldwell County,Texas,29.57,-3.83,49,33.4
TX-057,Calhoun County,Texas,37.71,-0.29,66,38
TX-059,Callahan County,Texas,17.35,-8.56,10,25.91
TX-061,Cameron County,Texas,34.73,9.92,121,24.81
TX-063,Camp County,Texas,31.24,-13.21,12,44.45
TX-065,Carson County,Texas,13.95,-6.77,10,20.72
TX-067,Cass County,Texas,38.42,-8.89,27,47.31
TX-069,Castro County,Texas,11.33,-7.4,5,18.73
TX-071,Chambers County,Texas,42.2,-7.67,29,49.87
TX-073,Cherokee County,Texas,38.37,-6.06,36,44.43
TX-075,Childress County,Texas,15.04,-7.63,7,22.67
TX-077,Clay County,Texas,23.46,-6.63,22,30.09
TX-079,Cochran County,Texas,10.74,-6.84,8,17.58
TX-081,Coke County,Texas,14.08,-7.93,11,22.01
TX-083,Coleman County,Texas,18.78,-7.2,14,25.98
TX-085,Collin County,Texas,32.16,-5.9,34,38.06
TX-087,Collingsworth County,Texas,17.73,-5.58,22,23.31
TX-089,Colorado County,Texas,35.21,-5.27,40,40.48
TX-091,Comal County,Texas,25.18,-7.31,35,32.49
TX-093,Comanche County,Texas,18.53,-9.78,10,28.31
TX-095,Concho County,Texas,18.74,-5.34,27,24.08
TX-097,Cooke County,Texas,32.26,-3.36,43,35.62
TX-099,Coryell County,Texas,19.2,-12.39,5,31.59
TX-101,Cottle County,Texas,12.31,-10.2,2,22.51
TX-103,Crane County,Texas,5.12,-8.08,1,13.2
TX-105,Crockett County,Texas,9.68,-8.49,6,18.17
TX-107,Crosby County,Texas,11.04,-9.39,1,20.43
TX-109,Culberson County,Texas,10.12,-1.84,45,11.96
TX-111,Dallam County,Texas,9.78,-6.83,11,16.61
TX-113,Dallas County,Texas,27.7,-8.77,16,36.47
TX-115,Dawson County,Texas,7.6,-9.88,1,17.48
TX-117,Deaf Smith County,Texas,9.56,-8.83,1,18.39
TX-119,Delta County,Texas,33.68,-9.36,19,43.04
TX-121,Denton County,Texas,27.8,-7.18,23,34.98
TX-123,DeWitt County,Texas,32.87,-1.76,65,34.63
TX-125,Dickens County,Texas,11.22,-10.47,3,21.69
TX-127,Dimmit County,Texas,15.79,-5.37,30,21.16
TX-129,Donley County,Texas,17.27,-4.78,24,22.05
TX-131,Duval County,Texas,17.95,-5.79,25,23.74
TX-133,Eastland County,Texas,19.29,-8.38,13,27.67
TX-135,Ector County,Texas,4.75,-9.1,1,13.85
TX-137,Edwards County,Texas,14.88,-8.64,11,23.52
TX-139,Ellis County,Texas,26.84,-9.62,15,36.46
TX-141,El Paso County,Texas,9.37,0.55,80,8.82
TX-143,Erath County,Texas,15.87,-13.91,1,29.78
TX-145,Falls County,Texas,28.36,-6.59,28,34.95
TX-147,Fannin County,Texas,32.54,-8.59,21,41.13
TX-149,Fayette County,Texas,33.9,-3.55,49,37.45
TX-151,Fisher County,Texas,12.51,-9.52,4,22.03
TX-153,Floyd County,Texas,12.53,-8.27,3,20.8
TX-155,Foard County,Texas,15.93,-8.41,7,24.34
TX-157,Fort Bend County,Texas,35.58,-8.69,25,44.27
TX-159,Franklin County,Texas,32.02,-11.93,17,43.95
TX-161,Freestone County,Texas,33,-5.97,32,38.97
TX-163,Frio County,Texas,14.56,-9.64,11,24.2
TX-165,Gaines County,Texas,8.73,-7.3,6,16.03
TX-167,Galveston County,Texas,41.02,-6.34,36,47.36
TX-169,Garza County,Texas,8.57,-11.03,1,19.6
TX-171,Gillespie County,Texas,17.48,-11.56,6,29.04
TX-173,Glasscock County,Texas,8.71,-9.07,4,17.78
TX-175,Goliad County,Texas,32.53,-0.74,70,33.27
TX-177,Gonzales County,Texas,30.87,-2.92,55,33.79
TX-179,Gray County,Texas,18.44,-3.77,30,22.21
TX-181,Grayson County,Texas,35.2,-3.09,43,38.29
TX-183,Gregg County,Texas,34.72,-10.35,15,45.07
TX-185,Grimes County,Texas,36.56,-5.28,42,41.84
TX-187,Guadalupe County,Texas,29.16,-2.67,55,31.83
TX-189,Hale County,Texas,12.52,-6.98,8,19.5
TX-191,Hall County,Texas,15.2,-6.11,11,21.31
TX-193,Hamilton County,Texas,17.36,-12.58,4,29.94
TX-195,Hansford County,Texas,12.56,-6.49,13,19.05
TX-197,Hardeman County,Texas,17.95,-6.6,15,24.55
TX-199,Hardin County,Texas,46.41,-6.11,33,52.52
TX-201,Harris County,Texas,38.69,-7.92,32,46.61
TX-203,Harrison County,Texas,38.3,-8.81,21,47.11
TX-205,Hartley County,Texas,8.9,-8.45,4,17.35
TX-207,Haskell County,Texas,15.97,-8.19,13,24.16
TX-209,Hays County,Texas,29.08,-3.89,47,32.97
TX-211,Hemphill County,Texas,18.83,-3.69,34,22.52
TX-213,Henderson County,Texas,33.92,-7.02,27,40.94
TX-215,Hidalgo County,Texas,29.6,6.83,114,22.77
TX-217,Hill County,Texas,24.18,-10.65,11,34.83
TX-219,Hockley County,Texas,11.54,-6.75,9,18.29
TX-221,Hood County,Texas,19.7,-11.46,5,31.16
TX-223,Hopkins County,Texas,30.41,-12.29,14,42.7
TX-225,Houston County,Texas,38.21,-5.91,30,44.12
TX-227,Howard County,Texas,7.63,-10.96,1,18.59
TX-229,Hudspeth County,Texas,11.32,0.97,88,10.35
TX-231,Hunt County,Texas,31.18,-9.38,17,40.56
TX-233,Hutchinson County,Texas,13.27,-6.15,16,19.42
TX-235,Irion County,Texas,14.56,-5.49,21,20.05
TX-237,Jack County,Texas,26.46,-3.65,37,30.11
TX-239,Jackson County,Texas,36.18,-3.72,48,39.9
TX-241,Jasper County,Texas,41.81,-12.38,12,54.19
TX-243,Jeff Davis County,Texas,11.46,-3.39,27,14.85
TX-245,Jefferson County,Texas,44.53,-7.99,28,52.52
TX-247,Jim Hogg County,Texas,21.66,-0.19,70,21.85
TX-249,Jim Wells County,Texas,19.99,-6.37,27,26.36
TX-251,Johnson County,Texas,20.33,-13.21,3,33.54
TX-253,Jones County,Texas,14.26,-9.34,9,23.6
TX-255,Karnes County,Texas,24.55,-5.65,37,30.2
TX-257,Kaufman County,Texas,28.39,-10.99,12,39.38
TX-259,Kendall County,Texas,20.05,-11.14,11,31.19
TX-261,Kenedy County,Texas,25.97,0.39,77,25.58
TX-263,Kent County,Texas,9.89,-10.97,1,20.86
TX-265,Kerr County,Texas,18.44,-10.13,12,28.57
TX-267,Kimble County,Texas,15.9,-9.8,10,25.7
TX-269,King County,Texas,11.43,-11.29,3,22.72
TX-271,Kinney County,Texas,13.95,-7.57,14,21.52
TX-273,Kleberg County,Texas,18.76,-8.11,19,26.87
TX-275,Knox County,Texas,14.23,-9.91,6,24.14
TX-277,Lamar County,Texas,35.48,-8.73,22,44.21
TX-279,Lamb County,Texas,11.83,-6.7,6,18.53
TX-281,Lampasas County,Texas,18.43,-11.08,7,29.51
TX-283,La Salle County,Texas,16.49,-5.68,27,22.17
TX-285,Lavaca County,Texas,33.75,-3.96,48,37.71
TX-287,Lee County,Texas,31.85,-4.34,45,36.19
TX-289,Leon County,Texas,35.62,-5.01,35,40.63
TX-291,Liberty County,Texas,42.98,-6.76,36,49.74
TX-293,Limestone County,Texas,30.72,-6.56,27,37.28
TX-295,Lipscomb County,Texas,18.04,-3.84,35,21.88
TX-297,Live Oak County,Texas,18.66,-8.26,19,26.92
TX-299,Llano County,Texas,18.56,-9.81,12,28.37
TX-301,Loving County,Texas,6.49,-5.07,8,11.56
TX-303,Lubbock County,Texas,11.98,-7.03,6,19.01
TX-305,Lynn County,Texas,8.99,-9.65,1,18.64
TX-307,McCulloch County,Texas,21.58,-4.07,37,25.65
TX-309,McLennan County,Texas,25.51,-8.15,17,33.66
TX-311,McMullen County,Texas,16.24,-7.65,16,23.89
TX-313,Madison County,Texas,36.26,-5.04,40,41.3
TX-315,Marion County,Texas,38.98,-8.01,29,46.99
TX-317,Martin County,Texas,5.99,-10.69,1,16.68
TX-319,Mason County,Texas,16.98,-9.71,10,26.69
TX-321,Matagorda County,Texas,38.08,-4.34,50,42.42
TX-323,Maverick County,Texas,14.44,-5.93,29,20.37
TX-325,Medina County,Texas,17.34,-10.19,11,27.53
TX-327,Menard County,Texas,17.78,-7.51,19,25.29
TX-329,Midland County,Texas,5.54,-9.91,1,15.45
TX-331,Milam County,Texas,29.77,-5.09,39,34.86
TX-333,Mills County,Texas,17.38,-10.72,7,28.1
TX-335,Mitchell County,Texas,10.81,-9.74,3,20.55
TX-337,Montague County,Texas,27.43,-5.02,29,32.45
TX-339,Montgomery County,Texas,42.8,-3.19,49,45.99
TX-341,Moore County,Texas,10.57,-7.95,6,18.52
TX-343,Morris County,Texas,33.77,-12.07,15,45.84
TX-345,Motley County,Texas,12.71,-8.83,2,21.54
TX-347,Nacogdoches County,Texas,39.4,-8.15,28,47.55
TX-349,Navarro County,Texas,30.92,-6.66,30,37.58
TX-351,Newton County,Texas,42.42,-13.09,13,55.51
TX-353,Nolan County,Texas,13.37,-9.73,5,23.1
TX-355,Nueces County,Texas,24.38,-4.36,43,28.74
TX-357,Ochiltree County,Texas,15.71,-4.75,26,20.46
TX-359,Oldham County,Texas,7.86,-9.88,1,17.74
TX-361,Orange County,Texas,45.15,-9.9,23,55.05
TX-363,Palo Pinto County,Texas,23.19,-6.3,26,29.49
TX-365,Panola County,Texas,39.54,-8.09,24,47.63
TX-367,Parker County,Texas,21.49,-10.38,7,31.87
TX-369,Parmer County,Texas,10.94,-6.84,5,17.78
TX-371,Pecos County,Texas,6.3,-7.21,2,13.51
TX-373,Polk County,Texas,40.69,-9.08,25,49.77
TX-375,Potter County,Texas,10.28,-8.73,2,19.01
TX-377,Presidio County,Texas,9.92,-3.49,32,13.41
TX-379,Rains County,Texas,30.32,-10.78,16,41.1
TX-381,Randall County,Texas,11.69,-8.06,6,19.75
TX-383,Reagan County,Texas,9.9,-7.65,9,17.55
TX-385,Real County,Texas,15.01,-11.97,7,26.98
TX-387,Red River County,Texas,38.67,-7.55,32,46.22
TX-389,Reeves County,Texas,8.06,-3.47,21,11.53
TX-391,Refugio County,Texas,34.44,0.64,73,33.8
TX-393,Roberts County,Texas,17.17,-3.8,33,20.97
TX-395,Robertson County,Texas,33.39,-4.11,43,37.5
TX-397,Rockwall County,Texas,28.93,-10.12,15,39.05
TX-399,Runnels County,Texas,18.28,-5.58,23,23.86
TX-401,Rusk County,Texas,36.53,-9.1,18,45.63
TX-403,Sabine County,Texas,39.87,-12.2,15,52.07
TX-405,San Augustine County,Texas,40.31,-10.35,21,50.66
TX-407,San Jacinto County,Texas,45.23,-2.57,49,47.8
TX-409,San Patricio County,Texas,29.4,-1.25,65,30.65
TX-411,San Saba County,Texas,19.58,-8.04,14,27.62
TX-413,Schleicher County,Texas,17.73,-4.33,32,22.06
TX-415,Scurry County,Texas,11.67,-8.94,4,20.61
TX-417,Shackelford County,Texas,17.13,-8.51,12,25.64
TX-419,Shelby County,Texas,41.31,-7.8,26,49.11
TX-421,Sherman County,Texas,10.6,-7.21,10,17.81
TX-423,Smith County,Texas,37.35,-6.02,28,43.37
TX-425,Somervell County,Texas,21.08,-10.18,10,31.26
TX-427,Starr County,Texas,22.95,2.81,91,20.14
TX-429,Stephens County,Texas,20.8,-6.1,25,26.9
TX-431,Sterling County,Texas,11.83,-8.31,10,20.14
TX-433,Stonewall County,Texas,12.08,-10.3,4,22.38
TX-435,Sutton County,Texas,15.73,-6.8,19,22.53
TX-437,Swisher County,Texas,12.01,-7.96,5,19.97
TX-439,Tarrant County,Texas,21.8,-11.76,6,33.56
TX-441,Taylor County,Texas,15.1,-9.09,8,24.19
TX-443,Terrell County,Texas,6.95,-6.74,6,13.69
TX-445,Terry County,Texas,9.73,-7.77,5,17.5
TX-447,Throckmorton County,Texas,17.7,-8.43,15,26.13
TX-449,Titus County,Texas,32.46,-12.64,13,45.1
TX-451,Tom Green County,Texas,17.38,-4.6,29,21.98
TX-453,Travis County,Texas,29.5,-3.21,51,32.71
TX-455,Trinity County,Texas,38.12,-8.62,22,46.74
TX-457,Tyler County,Texas,41.83,-10.4,21,52.23
TX-459,Upshur County,Texas,36.05,-8.41,22,44.46
TX-461,Upton County,Texas,6.46,-8.65,1,15.11
TX-463,Uvalde County,Texas,14.02,-11.43,6,25.45
TX-465,Val Verde County,Texas,9.79,-8.28,7,18.07
TX-467,Van Zandt County,Texas,30.28,-11.02,14,41.3
TX-469,Victoria County,Texas,33.83,-2.88,50,36.71
TX-471,Walker County,Texas,40.68,-3.17,51,43.85
TX-473,Waller County,Texas,32.85,-9.36,23,42.21
TX-475,Ward County,Texas,4.88,-6.74,2,11.62
TX-477,Washington County,Texas,34.19,-4.83,45,39.02
TX-479,Webb County,Texas,17.22,-3.38,41,20.6
TX-481,Wharton County,Texas,36.45,-5.13,43,41.58
TX-483,Wheeler County,Texas,18.65,-4.75,25,23.4
TX-485,Wichita County,Texas,20.54,-7.67,15,28.21
TX-487,Wilbarger County,Texas,19.55,-6.5,19,26.05
TX-489,Willacy County,Texas,33.52,8.49,119,25.03
TX-491,Williamson County,Texas,26.32,-6.63,32,32.95
TX-493,Wilson County,Texas,23.72,-6.11,36,29.83
TX-495,Winkler County,Texas,5.39,-7.05,2,12.44
TX-497,Wise County,Texas,28.28,-4.07,39,32.35
TX-499,Wood County,Texas,31.27,-11.12,15,42.39
TX-501,Yoakum County,Texas,10.33,-6.55,10,16.88
TX-503,Young County,Texas,21.45,-6.34,19,27.79
TX-505,Zapata County,Texas,18.47,-0.45,69,18.92
TX-507,Zavala County,Texas,14.92,-7.3,18,22.22
UT-001,Beaver County,Utah,11.83,-0.72,61,12.55
UT-003,Box Elder County,Utah,10.87,-1.14,55,12.01
UT-005,Cache County,Utah,25.49,-2.44,50,27.93
UT-007,Carbon County,Utah,15.09,0.37,76,14.72
UT-009,Daggett County,Utah,17.04,1.95,97,15.09
UT-011,Davis County,Utah,23.92,-1.39,59,25.31
UT-013,Duchesne County,Utah,17.88,0.13,73,17.75
UT-015,Emery County,Utah,9.04,-0.35,62,9.39
UT-017,Garfield County,Utah,11.49,-1.53,46,13.02
UT-019,Grand County,Utah,11.19,-0.7,59,11.89
UT-021,Iron County,Utah,14.25,-0.28,61,14.53
UT-023,Juab County,Utah,11.04,-0.65,63,11.69
UT-025,Kane County,Utah,10.64,-1.51,50,12.15
UT-027,Millard County,Utah,10.3,0.46,81,9.84
UT-029,Morgan County,Utah,25.04,-0.97,60,26.01
UT-031,Piute County,Utah,16.25,-0.69,60,16.94
UT-033,Rich County,Utah,16.39,-0.32,66,16.71
UT-035,Salt Lake County,Utah,21.58,-0.51,69,22.09
UT-037,San Juan County,Utah,8.77,-1.89,39,10.66
UT-039,Sanpete County,Utah,19.27,-0.24,75,19.51
UT-041,Sevier County,Utah,15.88,-0.4,62,16.28
UT-043,Summit County,Utah,27.97,1.09,81,26.88
UT-045,Tooele County,Utah,9.41,-0.8,60,10.21
UT-047,Uintah County,Utah,12.61,0.43,77,12.18
